SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Condo/Co-op,4205 S Red Pine Dr,Bloomington,IN,47401,594900,3,3.0,Derby Pines,2106,,2023,30,282,100,Active,,,https://www.redfin.com/IN/Bloomington/4205-E-Pine-Ln-47401/home/187524102,IRMLS,202333719,N,Y,39.1481887,-86.4962792
MLS Listing,,Single Family Residential,2108 E Ashwood Ln,Bloomington,IN,47401,599900,5,3.5,Stands Ashwood,3531,16117,1993,30,170,,Active,,,https://www.redfin.com/IN/Bloomington/2108-E-Ashwood-Ln-47401/home/136555010,IRMLS,202333712,N,Y,39.1290718,-86.510728
MLS Listing,,Single Family Residential,8320 S Ashley Ave,Bloomington,IN,47401,629000,4,3.0,Bellevista,3159,208652,1993,30,199,,Active,,,https://www.redfin.com/IN/Bloomington/8320-S-Ashley-Ave-47401/home/136214865,IRMLS,202333644,N,Y,39.051234,-86.515504
MLS Listing,,Single Family Residential,2602 S Rockport Rd,Bloomington,IN,47403,289900,4,2.5,Southern Pines,1565,16553,2005,31,185,,Active,,,https://www.redfin.com/IN/Bloomington/2602-S-Rockport-Rd-47403/home/164350727,IRMLS,202333539,N,Y,39.1397436,-86.5460042
MLS Listing,,Single Family Residential,1125 W 20th St,Bloomington,IN,47404,212000,2,1.0,,780,34848,1950,31,272,,Active,,,https://www.redfin.com/IN/Bloomington/1125-W-20th-St-47404/home/164348610,IRMLS,202333406,N,Y,39.1836925,-86.5483708
MLS Listing,,Condo/Co-op,9461 S Pointe Lasalles Dr #68,Bloomington,IN,47401,224900,2,2.5,Pointe La Salles Woods,1475,828,1997,31,152,270,Active,,,https://www.redfin.com/IN/Bloomington/9461-S-Pointe-Lasalles-Dr-47401/unit-68/home/187467241,IRMLS,202333385,N,Y,39.0278921,-86.5017743
MLS Listing,,Vacant Land,6495 S Henady Ln,Bloomington,IN,47403,89900,,,,,108900,,32,,,Active,,,https://www.redfin.com/IN/Bloomington/6495-S-Henady-Ln-47403/home/136648844,IRMLS,202333355,N,Y,39.087352,-86.614229
MLS Listing,,Single Family Residential,3924 W Ashbrook Ln,Bloomington,IN,47404,429000,3,3.0,Ellis Ridge,1850,10019,2023,32,232,,Active,,,https://www.redfin.com/IN/Bloomington/3924-W-Ashbrook-Ln-47404/home/185464070,IRMLS,202333336,N,Y,39.213402,-86.584424
MLS Listing,,Single Family Residential,2730 N Mt Gilead Rd,Bloomington,IN,47408,265000,4,2.0,,1912,87120,1986,32,139,,Active,,,https://www.redfin.com/IN/Bloomington/2730-N-Mount-Gilead-Rd-47408/home/136519206,IRMLS,202333288,N,Y,39.1899587,-86.4407726
MLS Listing,,Single Family Residential,3001 E Fox Chase Run,Bloomington,IN,47401,885000,5,4.5,Fox Chase / Foxchase,4980,40075,2004,32,178,25,Active,,,https://www.redfin.com/IN/Bloomington/3001-E-Fox-Chase-Run-47401/home/136318742,IRMLS,202333277,N,Y,39.1246841,-86.4984504
MLS Listing,,Mobile/Manufactured Home,9205 S Harrodsburg Rd,Harrodsburg,IN,47403,179900,3,2.0,Southwest Monroe County,1328,23087,2007,35,135,,Active,,,https://www.redfin.com/IN/Bloomington/9205-S-Harrodsburg-Rd-47403/home/136430630,IRMLS,202332884,N,Y,39.0135279,-86.5442291
MLS Listing,,Townhouse,9592 S Pointe Lasalles Dr. #107 Dr #107,Bloomington,IN,47401,359000,4,3.0,Pointe La Salles Woods,2058,,1975,37,174,402,Active,,,https://www.redfin.com/IN/Bloomington/9592-S-Pointe-Lasalles-Dr-47401/unit-107/home/187402328,IRMLS,202332752,N,Y,39.0278955,-86.5020518
MLS Listing,,Single Family Residential,3707 N Upper Birdie Galyan Rd,Bloomington,IN,47401,1200000,4,3.0,Northeast Monroe County,4286,3484800,1978,37,280,,Active,,,https://www.redfin.com/IN/Bloomington/3707-N-Upper-Birdie-Galyan-Rd-47408/home/187400762,IRMLS,202332728,N,Y,39.196679,-86.424491
MLS Listing,,Multi-Family (5+ Unit),1201 W Allen St,Bloomington,IN,47403,4400000,40,40.0,Southwest Bloomington City,23310,115870,1985,37,189,,Active,,,https://www.redfin.com/IN/Bloomington/1201-W-Allen-St-47403/home/136603843,IRMLS,202332690,N,Y,39.1550731,-86.5461028
MLS Listing,,Single Family Residential,5820 S Handy Rd,Bloomington,IN,47401,1290000,5,4.0,,5455,108464,2006,37,236,,Active,,,https://www.redfin.com/IN/Bloomington/5820-S-Handy-Rd-47401/home/136637931,IRMLS,202332560,N,Y,39.093298,-86.489458
MLS Listing,,Single Family Residential,4522 N Triple Crown Dr,Bloomington,IN,47404,559900,4,3.5,Charlestowne Manor,2500,10454,2023,38,224,21,Active,,,https://www.redfin.com/IN/Bloomington/4522-N-Triple-Crown-Dr-47404/home/185464142,IRMLS,202332517,N,Y,39.2174886,-86.6043356
MLS Listing,,Single Family Residential,6155 W State Road 48 Hwy,Bloomington,IN,47404,224900,3,2.0,Southwest Monroe County,1292,27007,1971,38,174,,Active,,,https://www.redfin.com/IN/Bloomington/6155-W-State-Road-48-47404/home/164351911,IRMLS,202332506,N,Y,39.1644471,-86.6118727
MLS Listing,,Single Family Residential,6115 E State Road 46 Rd,Bloomington,IN,47401,499000,5,3.0,Southeast Monroe County,3696,130680,1978,38,135,,Active,,,https://www.redfin.com/IN/Bloomington/6115-E-State-Road-46-47401/home/136211980,IRMLS,202332470,N,Y,39.1636289,-86.4416224
MLS Listing,,Single Family Residential,1356 E Marigold Rd Rd,Bloomington,IN,47401,299900,3,2.5,Lakewood Hills,1608,15246,1987,38,187,,Active,,,https://www.redfin.com/IN/Bloomington/1356-E-Marigold-Dr-47401/home/136436538,IRMLS,202332453,N,Y,39.0374659,-86.5188193
MLS Listing,,Single Family Residential,2802 E Lilac Ct,Bloomington,IN,47401,494900,4,2.5,Dogwood Estates,3012,44431,1993,38,164,,Active,,,https://www.redfin.com/IN/Bloomington/2802-E-Lilac-Ct-47401/home/136225316,IRMLS,202332349,N,Y,39.096082,-86.5044317
MLS Listing,,Single Family Residential,3026 E Chase Ln,Bloomington,IN,47401,530000,4,2.5,Forest Chase,3218,30492,1988,38,165,,Active,,,https://www.redfin.com/IN/Bloomington/3026-E-Chase-Ln-47401/home/136639516,IRMLS,202332346,N,Y,39.1133338,-86.4951338
MLS Listing,,Vacant Land,1317 W 7th St,Bloomington,IN,47404,64900,,,,,9148,,39,,,Active,,,https://www.redfin.com/IN/Bloomington/1317-W-7th-St-47404/home/164348700,IRMLS,202332287,N,Y,39.168387,-86.550431
MLS Listing,,Single Family Residential,3245 E Mattatha Dr,Bloomington,IN,47401,749900,5,3.5,Red Oak Estates,5624,159430,1998,39,133,,Active,,,https://www.redfin.com/IN/Bloomington/3245-E-Mattatha-Dr-47401/home/136450830,IRMLS,202332260,N,Y,39.0725905,-86.4901189
MLS Listing,,Single Family Residential,3120 E Diana Ct,Bloomington,IN,47401,595000,3,3.0,Hyde Park,3308,16988,1986,39,180,,Active,,,https://www.redfin.com/IN/Bloomington/3120-E-Diana-Ct-47401/home/136416811,IRMLS,202332190,N,Y,39.145303,-86.4906915
MLS Listing,,Single Family Residential,5851 S Handy Rd,Bloomington,IN,47401,424900,4,2.5,,1870,132858,1973,39,227,,Active,,,https://www.redfin.com/IN/Bloomington/5851-S-Handy-Rd-47401/home/136624527,IRMLS,202332150,N,Y,39.09554,-86.489667
MLS Listing,,Single Family Residential,6529 S Fairfax Rd,Bloomington,IN,47401,272000,3,2.5,No Subdivision,1872,21344,1995,43,145,,Active,,,https://www.redfin.com/IN/Bloomington/6529-S-Fairfax-Rd-47401/home/136305709,MIBOR as Distributed by MLS Grid,21941520,N,Y,39.0773819,-86.5103333
MLS Listing,,Single Family Residential,3757 S Mcdougal St,Bloomington,IN,47403,345000,3,2.5,The Highlands,2472,8712,2005,43,140,9,Active,,,https://www.redfin.com/IN/Bloomington/3757-S-McDougal-St-47403/home/136380921,IRMLS,202331870,N,Y,39.125235,-86.5525121
MLS Listing,,Condo/Co-op,5063 W Harvest Ln,Bloomington,IN,47404,369900,2,2.0,Autumn Ridge,1620,,2022,44,228,150,Active,,,https://www.redfin.com/IN/Bloomington/5063-W-Harvest-Ln-47404/home/181126793,IRMLS,202331779,N,Y,39.220653,-86.601381
MLS Listing,,Single Family Residential,1005 E Erin Ct,Bloomington,IN,47401,399000,4,2.5,Walnut Creek,2287,6534,1997,44,174,,Active,,,https://www.redfin.com/IN/Bloomington/1005-E-Erin-Ct-47401/home/136415486,IRMLS,202331760,N,Y,39.1437524,-86.5209899
MLS Listing,,Single Family Residential,9125 N Mann Rd,Bloomington,IN,47404,497500,4,3.0,,3180,382457,1960,44,156,,Active,October-15-2023 02:30 PM,October-15-2023 04:30 PM,https://www.redfin.com/IN/Bloomington/9125-N-Mann-Rd-47404/home/136455146,IRMLS,202331707,N,Y,39.306329,-86.517463
MLS Listing,,Single Family Residential,3705 E Devonshire Ln,Bloomington,IN,47408,799900,3,3.5,Devonshire,5047,49223,1991,44,158,,Active,,,https://www.redfin.com/IN/Bloomington/3705-E-Devonshire-Ln-47408/home/136493374,IRMLS,202331704,N,Y,39.185704,-86.4899017
MLS Listing,,Single Family Residential,2730 N Blue Ridge Ct,Bloomington,IN,47408,514900,4,2.5,Blue Ridge Estates,2558,10890,1985,44,201,3,Active,,,https://www.redfin.com/IN/Bloomington/2730-N-Blue-Ridge-Ct-47408/home/136491952,IRMLS,202331682,N,Y,39.194373,-86.531521
MLS Listing,,Vacant Land,8020 W Rice Rd,Bloomington,IN,47403,170000,,,,,496148,,44,,,Active,,,https://www.redfin.com/IN/Bloomington/8020-W-Rice-Rd-47403/home/136358121,IRMLS,202331665,N,Y,39.1523094,-86.648494
MLS Listing,,Single Family Residential,807 W 8th St,Bloomington,IN,47404,217000,2,1.0,Prospect Hill Near West Side,1070,6970,1940,45,203,,Active,,,https://www.redfin.com/IN/Bloomington/807-W-8th-St-47404/home/136646955,IRMLS,202331508,N,Y,39.1693964,-86.5424935
MLS Listing,,Single Family Residential,3821 S Westmont Ave,Bloomington,IN,47403,212000,3,1.0,Westmont,988,20909,1983,45,215,,Active,,,https://www.redfin.com/IN/Bloomington/3821-S-Westmont-Ave-47403/home/136148719,IRMLS,202331446,N,Y,39.125841,-86.619415
MLS Listing,,Single Family Residential,605 N Monroe St,Bloomington,IN,47404,169900,3,2.0,,1344,6098,1999,46,126,,Active,,,https://www.redfin.com/IN/Bloomington/605-N-Monroe-St-47404/home/164345926,IRMLS,202331388,N,Y,39.1716908,-86.5473453
MLS Listing,,Single Family Residential,2615 S Rockport RD Rd,Bloomington,IN,47403,249900,2,1.0,Broadview,826,8712,1930,47,303,,Active,,,https://www.redfin.com/IN/Bloomington/2615-S-Rockport-Rd-47403/home/136317281,IRMLS,202331143,N,Y,39.1390046,-86.5457281
MLS Listing,,Single Family Residential,1711 S Maxwell St,Bloomington,IN,47401,449000,3,3.0,Huntington Park,1882,21780,1992,47,239,,Active,,,https://www.redfin.com/IN/Bloomington/1711-S-Maxwell-St-47401/home/136361117,IRMLS,202328597,N,Y,39.1474584,-86.5145567
MLS Listing,,Single Family Residential,3741 E Mabel's Way,Bloomington,IN,47408,1325000,4,4.5,Lanam Ridgeview Estates,7015,158123,1998,47,189,33,Active,,,https://www.redfin.com/IN/Bloomington/3741-E-Mabels-Way-47408/home/136610922,IRMLS,202327933,N,Y,39.1874707,-86.4865845
MLS Listing,,Single Family Residential,3830 W Woodhaven Dr,Bloomington,IN,47403,259900,4,2.0,Wood Haven Estates / Woodhaven E,1536,10019,1988,48,169,,Active,,,https://www.redfin.com/IN/Bloomington/3830-W-Woodhaven-Dr-47403/home/136546081,IRMLS,202331042,N,Y,39.1278361,-86.5802305
MLS Listing,,Single Family Residential,7501 W Natalie Dr,Bloomington,IN,47404,330000,4,2.0,Prominence Place,1912,10019,2023,48,173,,Active,,,https://www.redfin.com/IN/Bloomington/7501-W-Natalie-Dr-47404/home/187201155,IRMLS,202331013,N,Y,39.2223272,-86.6366738
MLS Listing,,Single Family Residential,2513 E Poplar Ct,Bloomington,IN,47401,599000,4,3.5,Spicewood,3172,14810,1983,48,189,,Active,,,https://www.redfin.com/IN/Bloomington/2513-E-Poplar-Ct-47401/home/136359113,IRMLS,202330998,N,Y,39.136938,-86.502726
MLS Listing,,Single Family Residential,3930 E 10th St,Bloomington,IN,47408,479000,3,2.5,,4100,47916,1930,48,117,,Active,,,https://www.redfin.com/IN/Bloomington/3930-E-10th-St-47408/home/136282467,IRMLS,202328382,N,Y,39.1716818,-86.4857749
MLS Listing,,Single Family Residential,6565 S Harmony Rd,Bloomington,IN,47403,649950,4,3.5,,3837,153767,2023,48,169,,Active,,,https://www.redfin.com/IN/Bloomington/6565-S-Harmony-Rd-47403/home/186468001,IRMLS,202328404,N,Y,39.0853938,-86.6367493
MLS Listing,,Condo/Co-op,3036 E Bricklin Ct,Bloomington,IN,47401,825000,4,3.5,Hyde Park Rosewood,5364,,2008,49,154,390,Active,,,https://www.redfin.com/IN/Bloomington/3036-E-Bricklin-Ct-47401/home/136306320,IRMLS,202329650,N,Y,39.1467883,-86.4941821
MLS Listing,,Condo/Co-op,2581 S Delila Star Dr,Bloomington,IN,47403,239900,2,2.5,Summit Ridge / Summitridge,1302,,2012,50,184,100,Active,,,https://www.redfin.com/IN/Bloomington/2581-S-Delila-Star-Dr-47403/home/136351426,IRMLS,202330904,N,Y,39.1403578,-86.5573722
MLS Listing,,Single Family Residential,718 E Crestline Dr,Bloomington,IN,47401,345000,3,3.0,Southeast Monroe County,1458,29621,1967,50,237,,Active,,,https://www.redfin.com/IN/Bloomington/718-E-Crestline-Dr-47401/home/136642735,IRMLS,202330887,N,Y,39.116049,-86.5248572
MLS Listing,,Single Family Residential,5800 W Duvall Rd,Bloomington,IN,47403,475000,4,2.5,,3005,108900,2004,50,158,,Active,,,https://www.redfin.com/IN/Bloomington/5800-W-Duvall-Rd-47403/home/136495623,IRMLS,202328318,N,Y,39.0866953,-86.6142362
MLS Listing,,Single Family Residential,5038 N Muirfield Dr,Bloomington,IN,47404,1299000,5,5.0,Muirfield,5444,62726,2022,50,239,,Active,,,https://www.redfin.com/IN/Bloomington/5038-N-Muirfield-Dr-47404/home/168294276,IRMLS,202326715,N,Y,39.21962,-86.57062
MLS Listing,,Single Family Residential,4575 S Stansifer Ln,Bloomington,IN,47403,289900,3,2.0,,1872,37462,1966,51,155,,Active,,,https://www.redfin.com/IN/Bloomington/4575-S-Stansifer-Ln-47403/home/136556758,IRMLS,202330869,N,Y,39.1124607,-86.5680424
MLS Listing,,Single Family Residential,4196 W Boheny Dr,Bloomington,IN,47404,429000,4,2.5,Wood Gate / Woodgate,2872,27878,2007,51,149,,Active,,,https://www.redfin.com/IN/Bloomington/4196-W-Boheny-Dr-47404/home/136504049,IRMLS,202330845,N,Y,39.2215232,-86.5864581
MLS Listing,,Single Family Residential,7532 W Anya Ct,Bloomington,IN,47404,519900,5,3.0,Prominence Place,4958,15202,2023,51,105,,Active,,,https://www.redfin.com/IN/Bloomington/7532-W-Anya-CT-Unknown/home/185804714,IRMLS,202330841,N,Y,39.165325,-86.5263857
MLS Listing,,Single Family Residential,9141 S Front Nine Dr,Bloomington,IN,47401,319900,3,2.0,Pointe Front Nine,1893,15246,1994,51,169,133,Active,,,https://www.redfin.com/IN/Bloomington/9141-S-Front-Nine-Dr-47401/home/136557270,IRMLS,202330811,N,Y,39.0334326,-86.5192731
MLS Listing,,Single Family Residential,7526 W Upland Dr,Bloomington,IN,47404,369900,3,2.0,Prominence Place,1820,10890,2023,51,203,,Active,,,https://www.redfin.com/IN/Bloomington/7526-W-Upland-Dr-47404/home/187078264,IRMLS,202330791,N,Y,39.2236478,-86.6397726
MLS Listing,,Single Family Residential,3631 S Hays Dr,Bloomington,IN,47403,274900,3,1.5,,1985,9060,1967,51,138,,Active,,,https://www.redfin.com/IN/Bloomington/3631-S-Hays-Dr-47403/home/136568713,IRMLS,202330770,N,Y,39.1239426,-86.5376412
MLS Listing,,Single Family Residential,5191 N Brummetts Creek Rd,Bloomington,IN,47408,494900,3,2.5,,3034,217800,1991,51,163,,Active,,,https://www.redfin.com/IN/Bloomington/5191-N-Brummetts-Creek-Rd-47408/home/136211706,IRMLS,202330693,N,Y,39.2249393,-86.4148749
MLS Listing,,Single Family Residential,3155 N Smith Pike,Bloomington,IN,47404,264000,3,2.0,,1544,20038,1968,51,171,,Active,,,https://www.redfin.com/IN/Bloomington/3155-N-Smith-Pike-47404/home/136591646,IRMLS,202330670,N,Y,39.2040797,-86.5835809
MLS Listing,,Single Family Residential,4147 W Middle Ct,Bloomington,IN,47403,254900,3,2.0,Highland Village,1704,8712,1960,51,150,,Active,,,https://www.redfin.com/IN/Bloomington/4147-W-Middle-Ct-47403/home/136288781,IRMLS,202326785,N,Y,39.1602169,-86.5850786
MLS Listing,,Single Family Residential,1031 S Graywell Dr,Bloomington,IN,47401,319900,3,2.0,Gentry Estates,1250,10454,1989,52,256,25,Active,,,https://www.redfin.com/IN/Bloomington/1031-S-Graywell-Dr-47401/home/136172135,IRMLS,202330635,N,Y,39.1558769,-86.4751305
MLS Listing,,Single Family Residential,2807 N Blue Slopes Dr,Bloomington,IN,47408,479900,4,3.5,Blue Ridge,3218,15246,1996,52,149,,Active,,,https://www.redfin.com/IN/Bloomington/2807-N-Blue-Slopes-Dr-47408/home/136450587,MIBOR as Distributed by MLS Grid,21939982,N,Y,39.1950543,-86.5333408
MLS Listing,,Single Family Residential,921 W Gourley Pike,Bloomington,IN,47404,180000,2,1.0,,1134,15682,1935,52,159,,Active,,,https://www.redfin.com/IN/Bloomington/921-W-Gourley-Pike-47404/home/164345858,IRMLS,202330508,N,Y,39.186218,-86.5445841
MLS Listing,,Single Family Residential,6625 W Duvall Rd,Bloomington,IN,47403,599000,3,2.5,,3499,435600,2004,53,171,,Active,,,https://www.redfin.com/IN/Bloomington/6625-W-Duvall-Rd-47403/home/164347800,IRMLS,202328496,N,Y,39.072722,-86.618065
MLS Listing,,Single Family Residential,3865 E Dora Rd,Bloomington,IN,47408,390000,4,3.0,,2192,295337,1992,53,178,,Active,,,https://www.redfin.com/IN/Bloomington/3865-E-Dora-Rd-47408/home/136286161,IRMLS,202330336,N,Y,39.2667239,-86.4826549
MLS Listing,,Mobile/Manufactured Home,1732 S Garrison Chapel Rd,Bloomington,IN,47403,235900,3,2.0,,2280,47480,2000,53,103,,Active,,,https://www.redfin.com/IN/Bloomington/1732-S-Garrison-Chapel-Rd-47403/home/136375218,IRMLS,202329398,N,Y,39.1492207,-86.6434356
MLS Listing,,Single Family Residential,725 N Keystone Ct,Bloomington,IN,47408,425000,4,3.0,Tamarron Heights,2489,2614,2003,53,171,172,Active,,,https://www.redfin.com/IN/Bloomington/725-N-Keystone-Ct-47408/home/136530269,IRMLS,202328969,N,Y,39.1733644,-86.4843729
MLS Listing,,Single Family Residential,5759 S Glenview Dr,Bloomington,IN,47403,549900,4,2.5,Rolling Glen,2452,43996,2023,54,224,,Active,,,https://www.redfin.com/IN/Bloomington/5759-S-Glenview-Dr-47403/home/136495175,IRMLS,202330250,N,Y,39.097077,-86.561483
MLS Listing,,Single Family Residential,3845 W Ribbon Ln,Bloomington,IN,47404,444800,6,3.0,Centennial Park,2965,10454,2022,55,150,,Active,,,https://www.redfin.com/IN/Bloomington/3845-W-Ribbon-Ln-47404/home/180267366,IRMLS,202329652,N,Y,39.2173258,-86.5806559
MLS Listing,,Single Family Residential,3307 S Forrester St,Bloomington,IN,47401,580000,4,3.5,Kensington,3324,9583,2002,55,174,,Active,,,https://www.redfin.com/IN/Bloomington/3307-S-Forrester-St-47401/home/136152194,IRMLS,202330122,N,Y,39.1371338,-86.4944823
MLS Listing,,Vacant Land,0 Evans West Rd,Bloomington,IN,47403,327900,,,No Subdivision,,1178734,,55,,,Active,,,https://www.redfin.com/IN/Bloomington/Evans-West-RD-47403/home/187651874,MIBOR as Distributed by MLS Grid,21939221,N,Y,39.071657,-86.594475
MLS Listing,,Single Family Residential,4223 E Morningside Dr,Bloomington,IN,47408,330000,4,2.0,Park Ridge East,2516,15246,1965,55,131,,Active,,,https://www.redfin.com/IN/Bloomington/4223-E-Morningside-Dr-47408/home/136224266,IRMLS,202330022,N,Y,39.1676304,-86.4765723
MLS Listing,,Single Family Residential,1633 S Olive St,Bloomington,IN,47401,139900,1,1.0,,400,8276,1930,55,350,,Active,,,https://www.redfin.com/IN/Bloomington/1633-S-Olive-St-47401/home/164351586,IRMLS,202330007,N,Y,39.1487534,-86.5185035
MLS Listing,,Condo/Co-op,9649 S Lake Ridge Dr,Bloomington,IN,47401,153000,2,2.0,Pointe Waters Edge II,900,,1985,55,170,380,Active,,,https://www.redfin.com/IN/Bloomington/9649-S-Lake-Ridge-Dr-47401/home/136547093,IRMLS,202325932,N,Y,39.0255749,-86.5073716
MLS Listing,,Single Family Residential,4402 N Hillview Dr,Bloomington,IN,47408,365000,3,2.5,Marlin Hills,2234,18295,1962,56,163,,Active,,,https://www.redfin.com/IN/Bloomington/4402-N-Hillview-Dr-47408/home/136253830,IRMLS,202326450,N,Y,39.2120671,-86.5304802
MLS Listing,,Single Family Residential,904 W 4th St,Bloomington,IN,47404,194750,2,1.0,Prospect Hill Near West Side,828,6534,1950,57,235,,Active,,,https://www.redfin.com/IN/Bloomington/904-W-4th-St-47404/home/136148350,IRMLS,202328502,N,Y,39.1658714,-86.5440713
MLS Listing,,Single Family Residential,1348 E Short St,Bloomington,IN,47401,399900,3,2.0,Bloomington Cohousing,1260,1307,2020,58,317,150,Active,,,https://www.redfin.com/IN/Bloomington/1348-E-Short-St-47401/home/175235146,IRMLS,202329861,N,Y,39.1436766,-86.5143593
MLS Listing,,Single Family Residential,2003 S Sussex Dr,Bloomington,IN,47401,374500,4,2.5,Sycamore Knolls,2236,15682,1966,58,167,,Active,,,https://www.redfin.com/IN/Bloomington/2003-S-Sussex-Dr-47401/home/136162186,IRMLS,202327718,N,Y,39.1452309,-86.5065832
MLS Listing,,Vacant Land,4615 E Earl Young Rd,Bloomington,IN,47408,299900,,,,,1395662,,58,,,Active,,,https://www.redfin.com/IN/Bloomington/4615-Earl-Young-Rd-47408/home/187684434,IRMLS,202325554,N,Y,39.2323123,-86.4678206
MLS Listing,,Single Family Residential,2906 E Winston St,Bloomington,IN,47401,429000,4,2.5,Hyde Park,2404,11761,1985,58,178,,Active,,,https://www.redfin.com/IN/Bloomington/2906-E-Winston-St-47401/home/136580624,IRMLS,202325272,N,Y,39.1453887,-86.4942256
MLS Listing,,Single Family Residential,2912 S Market Pl,Bloomington,IN,47403,279000,4,2.0,Van Buren Park,1536,10890,1965,58,182,,Active,,,https://www.redfin.com/IN/Bloomington/2912-S-Market-Pl-47403/home/136389147,IRMLS,202325011,N,Y,39.135479,-86.5811962
MLS Listing,,Single Family Residential,3735 E Cleve Butcher Ct,Bloomington,IN,47401,825000,5,4.5,,3392,21780,1976,59,243,,Active,,,https://www.redfin.com/IN/Bloomington/3735-E-Cleve-Butcher-Ct-47401/home/136420355,IRMLS,202328048,N,Y,39.045732,-86.48054
MLS Listing,,Single Family Residential,512 W Skyline Dr,Bloomington,IN,47404,309900,2,2.0,,1572,13504,1959,59,197,,Active,,,https://www.redfin.com/IN/Bloomington/512-W-Skyline-Dr-47404/home/136559170,IRMLS,202329607,N,Y,39.190243,-86.539377
MLS Listing,,Single Family Residential,3900 W Ashbrook Ln,Bloomington,IN,47404,399900,3,2.0,Ellis Ridge,1800,13939,2023,59,222,,Active,,,https://www.redfin.com/IN/Bloomington/3900-W-Ashbrook-Ln-47404/home/185110342,IRMLS,202329541,N,Y,39.213402,-86.584424
MLS Listing,,Single Family Residential,740 E Holland Dr,Bloomington,IN,47401,629900,3,2.0,Holland Fields,2310,10454,2019,59,273,27,Active,,,https://www.redfin.com/IN/Bloomington/740-E-Holland-Dr-47401/home/175235292,IRMLS,202329453,N,Y,39.1176109,-86.523095
MLS Listing,,Vacant Land,Lot 63 N Viking Ridge Rd,Bloomington,IN,47408,160000,,,Danny Smith,,71874,,59,,,Active,,,https://www.redfin.com/IN/Benton-Township/Lot-63-N-Viking-Ridge-Rd-47408/home/186173081,IRMLS,202325709,N,Y,39.2168863,-86.4402745
MLS Listing,,Single Family Residential,5595 W Bedrock Rd,Bloomington,IN,47403,314500,3,2.5,Fieldstone Stonecrest,1662,13939,2004,60,189,10,Active,,,https://www.redfin.com/IN/Bloomington/5595-W-Bedrock-Rd-47403/home/136507174,IRMLS,202326395,N,Y,39.1569779,-86.6034814
MLS Listing,,Single Family Residential,4288 S Windmill Ln,Bloomington,IN,47401,499900,3,2.0,Holland Fields,2200,16117,2022,60,227,27,Active,,,https://www.redfin.com/IN/Bloomington/4288-S-Windmill-Ln-47401/home/175235306,IRMLS,202329349,N,Y,39.118366,-86.524573
MLS Listing,,Single Family Residential,4346 S Rotterdam Dr,Bloomington,IN,47401,539900,3,2.0,Holland Fields,2200,9583,2022,60,245,27,Active,,,https://www.redfin.com/IN/Bloomington/4346-S-Rotterdam-Dr-47401/home/179907660,IRMLS,202329345,N,Y,39.117105,-86.522835
MLS Listing,,Single Family Residential,3651 S Hays Dr,Bloomington,IN,47401,374900,3,2.0,Southeast Monroe County,1504,7841,2023,64,249,,Active,,,https://www.redfin.com/IN/Bloomington/3651-S-Hays-Dr-47403/home/179915530,IRMLS,202327698,N,Y,39.1235759,-86.5377384
MLS Listing,,Vacant Land,3295 S Spring Branch Rd,Bloomington,IN,47401,129000,,,Southeast Bloomington City,,57935,,64,,,Active,,,https://www.redfin.com/IN/Bloomington/3295-S-Spring-Branch-Rd-47401/home/136375941,IRMLS,202328592,N,Y,39.128974,-86.465069
MLS Listing,,Vacant Land,3515 E Harbor Dr,Bloomington,IN,47401,100000,,,Harbor Hill,,42253,,64,,,Active,,,https://www.redfin.com/IN/Bloomington/3515-E-Harbor-Dr-47401/home/136494665,IRMLS,202324791,N,Y,39.034718,-86.489012
MLS Listing,,Vacant Land,485 E Rhorer Rd,Bloomington,IN,47401,155000,,,,,33977,,65,,,Active,,,https://www.redfin.com/IN/Bloomington/485-E-Rhorer-Rd-47401/home/136555054,IRMLS,202328691,N,Y,39.12186,-86.525262
MLS Listing,,Mobile/Manufactured Home,4242 Red Rock Rd,Bloomington,IN,47403,169000,3,2.0,Cedar Chase,1040,19602,2002,65,163,,Active,,,https://www.redfin.com/IN/Bloomington/4242-W-Red-Rock-Rd-47403/home/136325846,IRMLS,202326201,N,Y,39.1310254,-86.5879163
MLS Listing,,Single Family Residential,1706 S Huntington Dr,Bloomington,IN,47401,314900,2,2.0,,1296,10672,1930,65,243,,Active,,,https://www.redfin.com/IN/Bloomington/1706-S-Huntington-Dr-47401/home/136471228,IRMLS,202326355,N,Y,39.1475724,-86.5211083
MLS Listing,,Single Family Residential,1803 E Thornton Dr,Bloomington,IN,47401,475000,3,2.5,Beechwood Manors,1944,12632,1985,65,244,,Active,,,https://www.redfin.com/IN/Bloomington/1803-E-Thornton-Dr-47401/home/136307859,IRMLS,202324461,N,Y,39.1486775,-86.5118727
